product_id,product_name,brand,category,price,sku,supplier_id
45,IKEA Whole Milk 1 Gallon,IKEA,Grocery,18.57,UDKTMONR,243
46,Nike Smartphone 128GB,Nike,Electronics,664.16,WYOO5YBR,138
47,Samsung Cotton T-Shirt,Samsung,Clothing,165.3,KKRZD5E9,227
48,Maybelline Running Shoes,Maybelline,Clothing,124.95,DP6ORSNC,82
49,"Mattel Laptop 15""",Mattel,Electronics,289.91,45BG34IQ,185
50,Levis 1000-Piece Puzzle,Levis,Toys,43.15,QO7YIRQ8,243
51,Adidas Fluoride Toothpaste,Adidas,Health & Beauty,20.49,4J3DAB42,110
52,KitchenAid 12-Pack Soda,KitchenAid,Grocery,6.11,OA21A6XV,5
53,Maybelline Sliced Bread 20oz,Maybelline,Grocery,14.54,ZJ64QHKS,204
54,Coca-Cola Daily Shampoo 12oz,Coca-Cola,Health & Beauty,28.02,X4NXVKDC,142
55,Sony 1000-Piece Puzzle,Sony,Toys,33.5,Z6KF1622,207
56,Sony Classic Board Game,Sony,Toys,74.92,X9JPNBZU,98
57,KitchenAid Running Shoes,KitchenAid,Clothing,182.24,YS445GDE,133
58,Adidas Classic Board Game,Adidas,Toys,95.22,6XII5P5N,300
59,Hasbro Men's Crew Socks 10-Pack,Hasbro,Clothing,99.4,5V7C6S5N,153
60,Apple Non-Stick Cookware Set,Apple,Home & Kitchen,58.46,HOU6QLZ2,250
61,Nike Cotton T-Shirt,Nike,Clothing,130.55,AJ1G1R1D,223
62,Procter & Gamble Fashion Doll,Procter & Gamble,Toys,48.61,RAT0861T,10
63,Samsung Classic Board Game,Samsung,Toys,30.36,5LDSLCB8,234
64,Kelloggs 1000-Piece Puzzle,Kelloggs,Toys,49.03,YE9R1F63,10
65,KitchenAid 12-Pack Soda,KitchenAid,Grocery,5.01,ASEZ2NX1,25
66,Apple Daily Shampoo 12oz,Apple,Health & Beauty,34.41,AYPNTRFZ,5
67,Procter & Gamble Men's Crew Socks 10-Pack,Procter & Gamble,Clothing,135.87,JVE3DZEE,55
68,Levis Non-Stick Cookware Set,Levis,Home & Kitchen,237.83,39MOFT6Y,247
69,KitchenAid Men's Crew Socks 10-Pack,KitchenAid,Clothing,12.42,DDUR82C0,132
70,KitchenAid Fashion Doll,KitchenAid,Toys,98.98,KQDGBK2L,60
71,"Apple 55"" 4K Smart TV",Apple,Electronics,1292.8,XGMPW5D3,94
72,"Old Navy Laptop 15""",Old Navy,Electronics,1447.23,JN42X2EZ,31
73,Coca-Cola Cereal Box 18oz,Coca-Cola,Grocery,18.31,RUPW2W55,67
74,LG 12-Speed Blender,LG,Home & Kitchen,268.53,PCXA5S00,115
75,Sony Action Figure Set,Sony,Toys,48.96,0RXXF36W,6
76,Nike Fashion Doll,Nike,Toys,86.67,5CRI8BIX,207
77,Great Value Cereal Box 18oz,Great Value,Grocery,9.44,UDRL90AO,19
78,Adidas Daily Shampoo 12oz,Adidas,Health & Beauty,42.17,28W6UXQM,28
79,Hasbro Sliced Bread 20oz,Hasbro,Grocery,11.64,WRXZE1HM,150
80,Kelloggs Fluoride Toothpaste,Kelloggs,Health & Beauty,36.59,BFFZZDVG,202
81,Hasbro 12-Pack Soda,Hasbro,Grocery,14.62,DO74V1QX,259
82,LG Whole Milk 1 Gallon,LG,Grocery,11.08,B74RS7GU,66
83,Old Navy Smartphone 128GB,Old Navy,Electronics,805.75,N961J88Q,69
84,Procter & Gamble Sliced Bread 20oz,Procter & Gamble,Grocery,17.02,TL0THHZY,68
85,Nike 1000-Piece Puzzle,Nike,Toys,73.93,1UU7ZY6T,217
86,"Kelloggs 55"" 4K Smart TV",Kelloggs,Electronics,135.38,FYH1FKJ4,152
87,Adidas Whole Milk 1 Gallon,Adidas,Grocery,7.81,QWYUIXNS,148
88,Apple Fashion Doll,Apple,Toys,44.88,89LTAJW2,227
89,Pepsi 12-Pack Soda,Pepsi,Grocery,15.75,8KGYGGSN,220
90,Adidas Cotton T-Shirt,Adidas,Clothing,34.71,VJLZFFLB,155
91,IKEA Bath Towel Set,IKEA,Home & Kitchen,40.41,ZS8S2FTO,179
92,Levis Sliced Bread 20oz,Levis,Grocery,7.29,K8WRU1XE,178
93,KitchenAid Non-Stick Cookware Set,KitchenAid,Home & Kitchen,288.49,YL68NTK6,192
94,Kelloggs Moisturizing Lotion,Kelloggs,Health & Beauty,26.91,KXLCD81T,34
95,Levis Cereal Box 18oz,Levis,Grocery,16.88,H350P3CY,13
96,Sony 12-Speed Blender,Sony,Home & Kitchen,44.51,B2UUIJNW,222
97,Samsung Running Shoes,Samsung,Clothing,137.93,TXW1VZC7,55
98,Mattel Men's Crew Socks 10-Pack,Mattel,Clothing,63.49,7N3BFH02,280
99,Hanes Cotton T-Shirt,Hanes,Clothing,138.68,620N8TTE,3
100,Loreal Moisturizing Lotion,Loreal,Health & Beauty,29.17,8K06MOXS,83
101,KitchenAid Sliced Bread 20oz,KitchenAid,Grocery,4.69,G24479QT,149
102,Great Value 1000-Piece Puzzle,Great Value,Toys,18.84,0RLEXDW6,163
103,Hasbro Bath Towel Set,Hasbro,Home & Kitchen,192.58,LVUNLPAI,114
104,Procter & Gamble 1000-Piece Puzzle,Procter & Gamble,Toys,85.61,E05QMKTG,42
105,Hanes Women's Slim Jeans,Hanes,Clothing,60.01,5CCASBUO,109
106,Adidas Smartphone 128GB,Adidas,Electronics,860.86,9Q1NI10K,238
107,Kelloggs Daily Shampoo 12oz,Kelloggs,Health & Beauty,22.86,SX43WFSQ,92
108,IKEA Matte Lipstick,IKEA,Health & Beauty,38.12,RMHRCNBH,185
109,LG Upright Vacuum,LG,Home & Kitchen,266.83,BXD8WJ0U,292
110,Old Navy Cereal Box 18oz,Old Navy,Grocery,7.94,X4SN6SM5,250
111,Loreal 12-Speed Blender,Loreal,Home & Kitchen,160.51,FFCXHGNZ,61
112,KitchenAid Fashion Doll,KitchenAid,Toys,83.01,ZRRHF4AB,294
113,Nike Matte Lipstick,Nike,Health & Beauty,33.33,BUCJG8VU,10
114,Mattel Action Figure Set,Mattel,Toys,29.49,VQRHOFU1,262
115,Nike Cotton T-Shirt,Nike,Clothing,185.25,VCNEAS6Y,77
116,Coca-Cola Matte Lipstick,Coca-Cola,Health & Beauty,26.41,WB2SEREV,1
117,Procter & Gamble Fashion Doll,Procter & Gamble,Toys,43.33,BTI22NV0,295
118,Procter & Gamble Wireless Headphones,Procter & Gamble,Electronics,456.33,16DVTJA0,4
119,Kelloggs Daily Shampoo 12oz,Kelloggs,Health & Beauty,28.39,NH2ODPVJ,275
120,IKEA Bath Towel Set,IKEA,Home & Kitchen,191.33,9OHTUGUR,158
121,Pepsi Moisturizing Lotion,Pepsi,Health & Beauty,38.11,4X0QZFHO,174
122,Loreal Daily Shampoo 12oz,Loreal,Health & Beauty,12.23,8ADF7PCH,41
123,Apple Moisturizing Lotion,Apple,Health & Beauty,46.88,OXK8C1GR,6
124,Kelloggs Sliced Bread 20oz,Kelloggs,Grocery,4.7,2SZWYMX9,45
125,Old Navy Cotton T-Shirt,Old Navy,Clothing,137.24,OHAZ7T0U,299
126,Pepsi Cotton T-Shirt,Pepsi,Clothing,53.0,8QOAGSUS,175
127,Kelloggs Smartphone 128GB,Kelloggs,Electronics,1326.56,3UY8U118,235
128,Hasbro Action Figure Set,Hasbro,Toys,53.38,JN2HZ2OM,275
129,Maybelline Wireless Headphones,Maybelline,Electronics,502.21,O0MTGLHU,94
130,Levis Fashion Doll,Levis,Toys,76.34,IIJI44M2,62
131,"LG 55"" 4K Smart TV",LG,Electronics,1169.94,TBRWR965,252
132,Kelloggs Sliced Bread 20oz,Kelloggs,Grocery,8.56,1ESP7BM4,90
133,Coca-Cola Upright Vacuum,Coca-Cola,Home & Kitchen,108.38,AYNDN5GJ,138
134,Loreal Bath Towel Set,Loreal,Home & Kitchen,122.46,RHZN4KGE,295
135,KitchenAid Action Figure Set,KitchenAid,Toys,74.87,2T4H20RA,216
136,Hanes Bath Towel Set,Hanes,Home & Kitchen,239.89,KUUOYC3R,50
137,Sony Bath Towel Set,Sony,Home & Kitchen,121.07,U7JAE58H,295
138,Adidas Classic Board Game,Adidas,Toys,98.14,KLS1QCWQ,75
139,Sony Cereal Box 18oz,Sony,Grocery,12.99,U4CFILKJ,203
140,Hasbro Cotton T-Shirt,Hasbro,Clothing,152.1,SQG4EIJ0,41
141,Nike Cereal Box 18oz,Nike,Grocery,2.96,C5TAO1CJ,80
142,Old Navy Smartphone 128GB,Old Navy,Electronics,421.1,0PESGBM6,244
143,Adidas Bath Towel Set,Adidas,Home & Kitchen,173.59,E8TVQ05P,274
144,Pepsi Running Shoes,Pepsi,Clothing,112.54,2PNJKA34,177
145,LG Men's Crew Socks 10-Pack,LG,Clothing,140.68,R1K12V2T,97
146,Adidas Upright Vacuum,Adidas,Home & Kitchen,130.53,F0ONJPI1,140
147,Adidas Cotton T-Shirt,Adidas,Clothing,88.45,4GKWWJWG,10
148,Apple Whole Milk 1 Gallon,Apple,Grocery,4.53,DJZ0IFRM,160
149,Pepsi Upright Vacuum,Pepsi,Home & Kitchen,215.14,BC1FJOTG,129
150,Samsung 12-Speed Blender,Samsung,Home & Kitchen,292.89,ZN9I9H0D,107
151,Old Navy Bath Towel Set,Old Navy,Home & Kitchen,282.14,F00TERKM,27
152,Levis Action Figure Set,Levis,Toys,31.24,PA2VOI8U,244
153,Loreal Classic Board Game,Loreal,Toys,43.43,DFDW79WC,79
154,Adidas Action Figure Set,Adidas,Toys,21.32,I9212PGY,184
155,Hanes 1000-Piece Puzzle,Hanes,Toys,90.88,RPKZGGM0,141
156,Adidas Matte Lipstick,Adidas,Health & Beauty,8.1,FKJNAWNG,10
157,Pepsi Matte Lipstick,Pepsi,Health & Beauty,19.43,C83GY1FK,210
158,Sony Action Figure Set,Sony,Toys,18.66,XB7GBDGB,199
159,LG 1000-Piece Puzzle,LG,Toys,14.42,HZA7X73Q,32
160,Adidas Running Shoes,Adidas,Clothing,166.19,2CWT04CH,266
161,Coca-Cola Wireless Headphones,Coca-Cola,Electronics,844.33,GSIWG0OD,296
162,Hasbro Running Shoes,Hasbro,Clothing,177.74,GGOMF9PM,162
163,Sony Fluoride Toothpaste,Sony,Health & Beauty,23.56,W3LITNT0,185
164,Hasbro Upright Vacuum,Hasbro,Home & Kitchen,20.05,BKAE6A9H,162
165,Maybelline Wireless Headphones,Maybelline,Electronics,232.0,QFJ6IJKU,292
166,Great Value Sliced Bread 20oz,Great Value,Grocery,16.07,G3YU6VK0,296
167,Great Value 12-Speed Blender,Great Value,Home & Kitchen,278.12,M5P7E104,6
168,Old Navy Action Figure Set,Old Navy,Toys,37.43,BTFSHB0O,229
169,IKEA Daily Shampoo 12oz,IKEA,Health & Beauty,14.99,KOECUBOD,257
170,Hanes Non-Stick Cookware Set,Hanes,Home & Kitchen,154.66,HOUU9SIJ,221
171,IKEA Men's Crew Socks 10-Pack,IKEA,Clothing,31.38,ONGMX1GM,227
172,Hanes Moisturizing Lotion,Hanes,Health & Beauty,7.02,3HN14EB8,76
173,Samsung Cotton T-Shirt,Samsung,Clothing,141.82,EQAHTHSJ,248
174,Hanes Daily Shampoo 12oz,Hanes,Health & Beauty,21.95,6SJCHZJQ,5
175,Old Navy Smartphone 128GB,Old Navy,Electronics,1028.17,6MDK5N9S,51
176,LG Men's Crew Socks 10-Pack,LG,Clothing,45.42,SQ7AITMO,81
177,Pepsi Smartphone 128GB,Pepsi,Electronics,597.53,K99JCJN9,16
178,Maybelline Matte Lipstick,Maybelline,Health & Beauty,11.83,6XDN8WWI,124
179,Hanes Moisturizing Lotion,Hanes,Health & Beauty,48.67,6LTHET25,159
180,Kelloggs Classic Board Game,Kelloggs,Toys,48.71,61XUFCTZ,95
181,Hanes Men's Crew Socks 10-Pack,Hanes,Clothing,155.43,5OOP767J,97
182,Hanes Wireless Headphones,Hanes,Electronics,136.68,9WVWVIAC,245
183,Kelloggs Cereal Box 18oz,Kelloggs,Grocery,14.53,N4REGB1A,139
184,KitchenAid Non-Stick Cookware Set,KitchenAid,Home & Kitchen,232.18,C795RLQI,208
185,"Loreal Laptop 15""",Loreal,Electronics,1108.28,O7UTXZBD,234
186,"KitchenAid Laptop 15""",KitchenAid,Electronics,1477.36,BN18GP51,147
187,Nike Upright Vacuum,Nike,Home & Kitchen,102.44,7Y6QXDSG,300
188,Adidas Classic Board Game,Adidas,Toys,45.38,LAQ665DL,84
189,Coca-Cola Action Figure Set,Coca-Cola,Toys,20.27,QNSN2S8N,195
190,Nike Smartphone 128GB,Nike,Electronics,891.69,XF5GZPL1,229
191,Nike Men's Crew Socks 10-Pack,Nike,Clothing,180.72,8A1ARR3V,253
192,Levis Cereal Box 18oz,Levis,Grocery,9.62,PVA5KW3H,95
193,Apple Sliced Bread 20oz,Apple,Grocery,1.7,4Y4K7BPG,146
194,Loreal Matte Lipstick,Loreal,Health & Beauty,48.48,0MB1L631,282
195,"Mattel Laptop 15""",Mattel,Electronics,288.36,ZJSSZWD0,271
196,LG Smartphone 128GB,LG,Electronics,697.88,4JUW7WR0,255
197,Nike Non-Stick Cookware Set,Nike,Home & Kitchen,218.4,9AAWE429,212
198,Sony Smartphone 128GB,Sony,Electronics,884.58,WAHK2LSL,4
199,Sony Smartphone 128GB,Sony,Electronics,654.47,U83G47RR,19
200,Hanes Fashion Doll,Hanes,Toys,23.98,Q56Q37CS,290
201,Sony Action Figure Set,Sony,Toys,28.74,Y25M8KB9,274
202,IKEA Cereal Box 18oz,IKEA,Grocery,4.56,E2L4ZJD5,191
203,Mattel Non-Stick Cookware Set,Mattel,Home & Kitchen,167.03,GNBHDS26,79
204,Sony Cereal Box 18oz,Sony,Grocery,14.92,S1F537YE,19
205,Old Navy 12-Speed Blender,Old Navy,Home & Kitchen,21.15,7YVDQBSX,160
206,IKEA Smartphone 128GB,IKEA,Electronics,994.39,HHKT1YJF,59
207,"Loreal 55"" 4K Smart TV",Loreal,Electronics,389.21,MLFZKICW,174
208,Hasbro Daily Shampoo 12oz,Hasbro,Health & Beauty,10.85,QYDBPGVV,229
209,Pepsi Fluoride Toothpaste,Pepsi,Health & Beauty,19.95,H13C71UD,240
210,Hasbro Smartphone 128GB,Hasbro,Electronics,1058.27,ZQII4W6O,170
211,Hasbro Running Shoes,Hasbro,Clothing,15.75,RMQG1VED,55
212,Adidas Men's Crew Socks 10-Pack,Adidas,Clothing,160.56,TOOWT9NM,221
213,IKEA Bath Towel Set,IKEA,Home & Kitchen,172.47,IXC7URVQ,285
214,Hasbro Wireless Headphones,Hasbro,Electronics,531.25,OVYV3LXC,112
215,IKEA Whole Milk 1 Gallon,IKEA,Grocery,15.38,XQKWQH5K,156
216,Pepsi 12-Speed Blender,Pepsi,Home & Kitchen,183.16,WS44C68A,287
217,Coca-Cola Cotton T-Shirt,Coca-Cola,Clothing,174.48,IZOLNNTX,244
218,Levis Cereal Box 18oz,Levis,Grocery,17.02,MPK5EAXF,250
219,Procter & Gamble Classic Board Game,Procter & Gamble,Toys,17.62,XOQ2VPGS,283
220,Old Navy Bath Towel Set,Old Navy,Home & Kitchen,83.21,PAR0ZJ7U,18
221,"IKEA Laptop 15""",IKEA,Electronics,1086.84,ERYF0992,239
222,Great Value Daily Shampoo 12oz,Great Value,Health & Beauty,16.04,WXYYTUW6,274
223,"LG Laptop 15""",LG,Electronics,817.73,Q0P82KB7,156
224,IKEA 1000-Piece Puzzle,IKEA,Toys,15.53,RGB93WKC,259
225,Maybelline Smartphone 128GB,Maybelline,Electronics,285.55,K4AEGVFQ,90
226,KitchenAid Running Shoes,KitchenAid,Clothing,44.35,SB98V341,212
227,KitchenAid Upright Vacuum,KitchenAid,Home & Kitchen,223.28,GU4BJ3BQ,244
228,LG Women's Slim Jeans,LG,Clothing,82.16,ZRF5A7QY,272
229,Apple Action Figure Set,Apple,Toys,92.59,W8P74MJD,300
230,Hasbro Non-Stick Cookware Set,Hasbro,Home & Kitchen,225.61,VHMYGTY3,7
231,Coca-Cola 12-Speed Blender,Coca-Cola,Home & Kitchen,211.94,M0JBWCV6,112
232,Coca-Cola Daily Shampoo 12oz,Coca-Cola,Health & Beauty,8.89,VN1X2GDG,151
233,Great Value Upright Vacuum,Great Value,Home & Kitchen,278.35,JP61LFC1,196
234,Sony 12-Speed Blender,Sony,Home & Kitchen,92.31,3GC9HOXD,277
235,Levis 12-Speed Blender,Levis,Home & Kitchen,275.53,ZDCUJQ6F,1
236,Old Navy Smartphone 128GB,Old Navy,Electronics,312.25,LOAZ1RO0,36
237,KitchenAid Daily Shampoo 12oz,KitchenAid,Health & Beauty,22.3,Y2ET9MKB,47
238,Adidas Cotton T-Shirt,Adidas,Clothing,25.29,Q1XGBNGZ,55
239,Pepsi Fashion Doll,Pepsi,Toys,17.64,W0FGZVRC,277
240,Mattel Fashion Doll,Mattel,Toys,58.05,4Q9BC2BE,268
241,Adidas Non-Stick Cookware Set,Adidas,Home & Kitchen,227.49,IC0RA6WI,67
242,"Nike 55"" 4K Smart TV",Nike,Electronics,1366.53,3DW4C3EV,113
243,"Levis Laptop 15""",Levis,Electronics,572.28,40OEYTL8,110
244,IKEA Wireless Headphones,IKEA,Electronics,569.71,EFOZTP7B,52
245,Loreal Fashion Doll,Loreal,Toys,79.99,ARAGDX5O,244
246,Hanes Classic Board Game,Hanes,Toys,22.88,JQIGYVZW,46
247,Mattel 1000-Piece Puzzle,Mattel,Toys,47.69,UG99W59S,238
248,Levis 1000-Piece Puzzle,Levis,Toys,14.78,EF46RF7B,187
249,Levis Running Shoes,Levis,Clothing,57.76,W6QDBTFB,264
250,Great Value Wireless Headphones,Great Value,Electronics,1109.96,VLHYL2LD,212
251,Old Navy 12-Pack Soda,Old Navy,Grocery,2.4,VBPHVGNQ,100
252,Pepsi 1000-Piece Puzzle,Pepsi,Toys,28.2,EYCE4QGM,152
253,Nike Matte Lipstick,Nike,Health & Beauty,31.02,TIOS5HRQ,8
254,Procter & Gamble Classic Board Game,Procter & Gamble,Toys,32.3,PI7866PB,241
255,Kelloggs Action Figure Set,Kelloggs,Toys,48.31,O3ZDRC1Y,209
256,Hanes Sliced Bread 20oz,Hanes,Grocery,6.62,XDRKZ40A,233
257,Hanes Upright Vacuum,Hanes,Home & Kitchen,71.78,5WZAWNYT,152
258,Maybelline Non-Stick Cookware Set,Maybelline,Home & Kitchen,240.55,C50B8Y5D,188
259,Loreal 12-Speed Blender,Loreal,Home & Kitchen,122.36,GUCZH9IE,245
260,IKEA Classic Board Game,IKEA,Toys,77.79,1L6SPBNQ,257
261,Coca-Cola Moisturizing Lotion,Coca-Cola,Health & Beauty,36.94,YTKW2837,34
262,Hasbro Whole Milk 1 Gallon,Hasbro,Grocery,2.52,6K8DJZR5,267
263,Samsung 1000-Piece Puzzle,Samsung,Toys,47.49,Y7RP0AGA,119
264,Sony Moisturizing Lotion,Sony,Health & Beauty,31.04,X2RXTTQU,157
265,Maybelline 12-Pack Soda,Maybelline,Grocery,10.2,81BMQF7Z,147
266,Nike 12-Pack Soda,Nike,Grocery,4.06,E9UPNHZX,177
267,Pepsi Cereal Box 18oz,Pepsi,Grocery,11.26,FK7ORFQL,3
268,Adidas 1000-Piece Puzzle,Adidas,Toys,68.25,K6819Y20,227
269,Coca-Cola Running Shoes,Coca-Cola,Clothing,181.03,FTLO4QDB,100
270,Kelloggs Matte Lipstick,Kelloggs,Health & Beauty,40.16,1HD4Y89O,252
271,Loreal Men's Crew Socks 10-Pack,Loreal,Clothing,182.6,MF4NNKM9,288
272,"Levis Laptop 15""",Levis,Electronics,1138.14,OPF060O4,45
273,Levis Sliced Bread 20oz,Levis,Grocery,10.02,59C81DO6,213
274,Adidas Cereal Box 18oz,Adidas,Grocery,14.49,1EGNTB34,156
275,Adidas Upright Vacuum,Adidas,Home & Kitchen,82.87,2FKXWEXK,92
276,KitchenAid 12-Speed Blender,KitchenAid,Home & Kitchen,53.42,J9C0UU5W,244
277,Coca-Cola 1000-Piece Puzzle,Coca-Cola,Toys,56.13,U4FCL5EF,140
278,Procter & Gamble Cotton T-Shirt,Procter & Gamble,Clothing,19.26,KXCGW1VG,166
279,Mattel Cotton T-Shirt,Mattel,Clothing,140.23,YDU3ASNR,175
280,Coca-Cola 12-Pack Soda,Coca-Cola,Grocery,3.94,HG6W3STT,59
281,Hasbro 12-Speed Blender,Hasbro,Home & Kitchen,52.64,EAMYFP9S,176
282,Mattel Whole Milk 1 Gallon,Mattel,Grocery,15.14,EEYYLH9P,58
283,"Samsung Laptop 15""",Samsung,Electronics,1160.27,BD2SCEJC,6
284,Coca-Cola Wireless Headphones,Coca-Cola,Electronics,922.64,HYBF0JUM,257
285,Loreal Classic Board Game,Loreal,Toys,55.44,C31TZ8G1,3
286,Coca-Cola Classic Board Game,Coca-Cola,Toys,92.84,4RZGYD49,218
287,Kelloggs 12-Pack Soda,Kelloggs,Grocery,8.74,1LQSRNKZ,43
288,LG Men's Crew Socks 10-Pack,LG,Clothing,83.11,Q0Y4IO9P,36
289,Pepsi Non-Stick Cookware Set,Pepsi,Home & Kitchen,23.58,YYOSYEOZ,53
290,Nike Action Figure Set,Nike,Toys,42.73,HH4OIPR1,298
291,Maybelline Moisturizing Lotion,Maybelline,Health & Beauty,21.02,Y89SFQER,119
292,Hanes Action Figure Set,Hanes,Toys,18.96,BCY8NYFW,50
293,"Kelloggs Laptop 15""",Kelloggs,Electronics,1209.82,HXRJM4T8,17
294,Coca-Cola Upright Vacuum,Coca-Cola,Home & Kitchen,146.03,4PBGX25F,221
295,Mattel Cereal Box 18oz,Mattel,Grocery,10.26,DYXYUR4S,201
296,LG Running Shoes,LG,Clothing,127.22,M9LBB4M0,14
297,Sony Fashion Doll,Sony,Toys,18.76,MMMXIXV6,34
298,Coca-Cola Cotton T-Shirt,Coca-Cola,Clothing,42.26,TBXPSPAQ,12
299,Old Navy Running Shoes,Old Navy,Clothing,71.26,DRYHR3YF,154
300,Procter & Gamble Women's Slim Jeans,Procter & Gamble,Clothing,104.42,424TKB9O,116
301,Great Value Daily Shampoo 12oz,Great Value,Health & Beauty,31.63,JUTPMC3S,154
302,Adidas Bath Towel Set,Adidas,Home & Kitchen,76.02,OWQ1GAZ5,296
303,Levis Upright Vacuum,Levis,Home & Kitchen,95.02,W34670CH,237
304,KitchenAid 12-Pack Soda,KitchenAid,Grocery,15.18,14O46W4J,147
305,Nike 1000-Piece Puzzle,Nike,Toys,71.82,IIFA2LR9,217
306,Apple Classic Board Game,Apple,Toys,24.34,EJ2XG48R,11
307,Great Value Smartphone 128GB,Great Value,Electronics,942.24,56ONXD70,72
308,Coca-Cola Whole Milk 1 Gallon,Coca-Cola,Grocery,10.92,387J5IE3,169
309,Old Navy Matte Lipstick,Old Navy,Health & Beauty,47.1,HDHJO5CT,58
310,Adidas Running Shoes,Adidas,Clothing,100.22,IJ2FRNLX,18
311,Apple Classic Board Game,Apple,Toys,32.77,NXZ6YTIP,5
312,Maybelline Bath Towel Set,Maybelline,Home & Kitchen,45.27,3IH66W51,209
313,"Maybelline 55"" 4K Smart TV",Maybelline,Electronics,1252.48,7QO4Z533,134
314,Great Value Fluoride Toothpaste,Great Value,Health & Beauty,23.94,0TLZ1XGP,70
315,Old Navy Wireless Headphones,Old Navy,Electronics,979.61,LCFS8314,211
316,Hasbro Running Shoes,Hasbro,Clothing,175.97,EGVLKDNO,194
317,KitchenAid Daily Shampoo 12oz,KitchenAid,Health & Beauty,47.66,7XW69HZG,206
318,Procter & Gamble Fluoride Toothpaste,Procter & Gamble,Health & Beauty,11.72,8GUAS173,254
319,KitchenAid Wireless Headphones,KitchenAid,Electronics,366.76,52KRE4V9,145
320,Levis Fashion Doll,Levis,Toys,26.23,2B9IQIUX,44
321,LG Wireless Headphones,LG,Electronics,1320.02,9OHNPVCU,27
322,KitchenAid Running Shoes,KitchenAid,Clothing,182.56,978V0BJW,155
323,Pepsi Non-Stick Cookware Set,Pepsi,Home & Kitchen,291.06,UUJS75EL,272
